ProductID,Category,BaseKey,BaseName,VariantDim1Name,VariantDim1Value,VariantDim2Name,VariantDim2Value
3854,HOME,HOME_BASE_000121,Sofa 0121,Size,Sectional,Color,Gray
3855,HOME,HOME_BASE_000121,Sofa 0121,Size,Loveseat,Color,Navy
3856,HOME,HOME_BASE_000121,Sofa 0121,Size,Loveseat,Color,Gray
3857,HOME,HOME_BASE_000121,Sofa 0121,Size,3-Seater,Color,Navy
3858,HOME,HOME_BASE_000121,Sofa 0121,Size,3-Seater,Color,Gray
3859,HOME,HOME_BASE_000122,Ceramic Vase 0122,Size,Medium,Color,Terracotta
3860,HOME,HOME_BASE_000122,Ceramic Vase 0122,Size,Medium,Color,Ceramic Blue
3861,HOME,HOME_BASE_000122,Ceramic Vase 0122,Size,Small,Color,Terracotta
3862,HOME,HOME_BASE_000122,Ceramic Vase 0122,Size,Small,Color,Ceramic Blue
3863,HOME,HOME_BASE_000122,Ceramic Vase 0122,Size,Large,Color,Terracotta
3864,HOME,HOME_BASE_000122,Ceramic Vase 0122,Size,Large,Color,Ceramic Blue
3865,HOME,HOME_BASE_000123,Table Lamp 0123,Room,Kitchen,Color,White
3866,HOME,HOME_BASE_000123,Table Lamp 0123,Room,Kitchen,Color,Black
3867,HOME,HOME_BASE_000123,Table Lamp 0123,Room,Living Room,Color,White
3868,HOME,HOME_BASE_000123,Table Lamp 0123,Room,Living Room,Color,Black
3869,HOME,HOME_BASE_000124,Dining Table 0124,Material,Oak,Size,8-Person
3870,HOME,HOME_BASE_000124,Dining Table 0124,Material,Oak,Size,4-Person
3871,HOME,HOME_BASE_000125,Sofa 0125,Size,3-Seater,Color,Navy
3872,HOME,HOME_BASE_000125,Sofa 0125,Size,3-Seater,Color,Gray
3873,HOME,HOME_BASE_000125,Sofa 0125,Size,3-Seater,Color,Beige
3874,HOME,HOME_BASE_000125,Sofa 0125,Size,Sectional,Color,Navy
3875,HOME,HOME_BASE_000125,Sofa 0125,Size,Sectional,Color,Gray
3876,HOME,HOME_BASE_000125,Sofa 0125,Size,Sectional,Color,Beige
3877,HOME,HOME_BASE_000126,Table Lamp 0126,Room,Office,Color,Brass
3878,HOME,HOME_BASE_000126,Table Lamp 0126,Room,Living Room,Color,Brass
3879,HOME,HOME_BASE_000126,Table Lamp 0126,Room,Kitchen,Color,Brass
3880,HOME,HOME_BASE_000127,Wall Art Print 0127,Size,24x36,Style,Boho
3881,HOME,HOME_BASE_000127,Wall Art Print 0127,Size,24x36,Style,Modern
3882,HOME,HOME_BASE_000127,Wall Art Print 0127,Size,24x36,Style,Traditional
3883,HOME,HOME_BASE_000127,Wall Art Print 0127,Size,8x10,Style,Boho
3884,HOME,HOME_BASE_000127,Wall Art Print 0127,Size,8x10,Style,Modern
3885,HOME,HOME_BASE_000127,Wall Art Print 0127,Size,8x10,Style,Traditional
3886,HOME,HOME_BASE_000127,Wall Art Print 0127,Size,12x16,Style,Boho
3887,HOME,HOME_BASE_000127,Wall Art Print 0127,Size,12x16,Style,Modern
3888,HOME,HOME_BASE_000127,Wall Art Print 0127,Size,12x16,Style,Traditional
3889,HOME,HOME_BASE_000128,Sofa 0128,Size,Loveseat,Color,Gray
3890,HOME,HOME_BASE_000128,Sofa 0128,Size,Loveseat,Color,Navy
3891,HOME,HOME_BASE_000128,Sofa 0128,Size,3-Seater,Color,Gray
3892,HOME,HOME_BASE_000128,Sofa 0128,Size,3-Seater,Color,Navy
3893,HOME,HOME_BASE_000129,Ceramic Vase 0129,Size,Small,Color,White
3894,HOME,HOME_BASE_000129,Ceramic Vase 0129,Size,Small,Color,Black
3895,HOME,HOME_BASE_000129,Ceramic Vase 0129,Size,Small,Color,Ceramic Blue
3896,HOME,HOME_BASE_000129,Ceramic Vase 0129,Size,Medium,Color,White
3897,HOME,HOME_BASE_000129,Ceramic Vase 0129,Size,Medium,Color,Black
3898,HOME,HOME_BASE_000129,Ceramic Vase 0129,Size,Medium,Color,Ceramic Blue
3899,HOME,HOME_BASE_000129,Ceramic Vase 0129,Size,Large,Color,White
3900,HOME,HOME_BASE_000129,Ceramic Vase 0129,Size,Large,Color,Black
3901,HOME,HOME_BASE_000129,Ceramic Vase 0129,Size,Large,Color,Ceramic Blue
3902,HOME,HOME_BASE_000130,Table Lamp 0130,Room,Bedroom,Color,Black
3903,HOME,HOME_BASE_000130,Table Lamp 0130,Room,Bedroom,Color,White
3904,HOME,HOME_BASE_000130,Table Lamp 0130,Room,Bedroom,Color,Brass
3905,HOME,HOME_BASE_000130,Table Lamp 0130,Room,Office,Color,Black
3906,HOME,HOME_BASE_000130,Table Lamp 0130,Room,Office,Color,White
3907,HOME,HOME_BASE_000130,Table Lamp 0130,Room,Office,Color,Brass
3908,HOME,HOME_BASE_000131,Sofa 0131,Size,Sectional,Color,Beige
3909,HOME,HOME_BASE_000131,Sofa 0131,Size,Sectional,Color,Navy
3910,HOME,HOME_BASE_000131,Sofa 0131,Size,Sectional,Color,Gray
3911,HOME,HOME_BASE_000132,Dining Table 0132,Material,Oak,Size,6-Person
3912,HOME,HOME_BASE_000132,Dining Table 0132,Material,Walnut,Size,6-Person
3913,HOME,HOME_BASE_000133,Table Lamp 0133,Room,Living Room,Color,Brass
3914,HOME,HOME_BASE_000133,Table Lamp 0133,Room,Bedroom,Color,Brass
3915,HOME,HOME_BASE_000134,Table Lamp 0134,Room,Bedroom,Color,Brass
3916,HOME,HOME_BASE_000135,Table Lamp 0135,Room,Office,Color,Brass
3917,HOME,HOME_BASE_000135,Table Lamp 0135,Room,Office,Color,White
3918,HOME,HOME_BASE_000135,Table Lamp 0135,Room,Kitchen,Color,Brass
3919,HOME,HOME_BASE_000135,Table Lamp 0135,Room,Kitchen,Color,White
3920,HOME,HOME_BASE_000135,Table Lamp 0135,Room,Living Room,Color,Brass
3921,HOME,HOME_BASE_000135,Table Lamp 0135,Room,Living Room,Color,White
3922,HOME,HOME_BASE_000136,Wall Art Print 0136,Size,18x24,Style,Minimalist
3923,HOME,HOME_BASE_000136,Wall Art Print 0136,Size,18x24,Style,Traditional
3924,HOME,HOME_BASE_000137,Ceramic Vase 0137,Size,Small,Color,White
3925,HOME,HOME_BASE_000137,Ceramic Vase 0137,Size,Large,Color,White
3926,HOME,HOME_BASE_000137,Ceramic Vase 0137,Size,Medium,Color,White
3927,HOME,HOME_BASE_000138,Wall Art Print 0138,Size,24x36,Style,Modern
3928,HOME,HOME_BASE_000138,Wall Art Print 0138,Size,24x36,Style,Traditional
3929,HOME,HOME_BASE_000138,Wall Art Print 0138,Size,24x36,Style,Boho
3930,HOME,HOME_BASE_000139,Table Lamp 0139,Room,Bedroom,Color,Black
3931,HOME,HOME_BASE_000140,Table Lamp 0140,Room,Kitchen,Color,Black
3932,HOME,HOME_BASE_000140,Table Lamp 0140,Room,Kitchen,Color,White
3933,HOME,HOME_BASE_000140,Table Lamp 0140,Room,Living Room,Color,Black
3934,HOME,HOME_BASE_000140,Table Lamp 0140,Room,Living Room,Color,White
3935,HOME,HOME_BASE_000141,Wall Art Print 0141,Size,8x10,Style,Minimalist
3936,HOME,HOME_BASE_000141,Wall Art Print 0141,Size,8x10,Style,Traditional
3937,HOME,HOME_BASE_000142,Table Lamp 0142,Room,Bedroom,Color,Black
3938,HOME,HOME_BASE_000142,Table Lamp 0142,Room,Living Room,Color,Black
3939,HOME,HOME_BASE_000142,Table Lamp 0142,Room,Kitchen,Color,Black
3940,HOME,HOME_BASE_000143,Sofa 0143,Size,3-Seater,Color,Navy
3941,HOME,HOME_BASE_000143,Sofa 0143,Size,3-Seater,Color,Beige
3942,HOME,HOME_BASE_000143,Sofa 0143,Size,3-Seater,Color,Gray
3943,HOME,HOME_BASE_000143,Sofa 0143,Size,Loveseat,Color,Navy
3944,HOME,HOME_BASE_000143,Sofa 0143,Size,Loveseat,Color,Beige
3945,HOME,HOME_BASE_000143,Sofa 0143,Size,Loveseat,Color,Gray
3946,HOME,HOME_BASE_000144,Ceramic Vase 0144,Size,Medium,Color,Ceramic Blue
3947,HOME,HOME_BASE_000144,Ceramic Vase 0144,Size,Small,Color,Ceramic Blue
3948,HOME,HOME_BASE_000144,Ceramic Vase 0144,Size,Large,Color,Ceramic Blue
3949,HOME,HOME_BASE_000145,Dining Table 0145,Material,Walnut,Size,6-Person
3950,HOME,HOME_BASE_000145,Dining Table 0145,Material,Walnut,Size,8-Person
3951,HOME,HOME_BASE_000145,Dining Table 0145,Material,Oak,Size,6-Person
3952,HOME,HOME_BASE_000145,Dining Table 0145,Material,Oak,Size,8-Person
3953,HOME,HOME_BASE_000145,Dining Table 0145,Material,Glass,Size,6-Person
3954,HOME,HOME_BASE_000145,Dining Table 0145,Material,Glass,Size,8-Person
3955,HOME,HOME_BASE_000146,Sofa 0146,Size,Loveseat,Color,Gray
3956,HOME,HOME_BASE_000146,Sofa 0146,Size,Loveseat,Color,Navy
3957,HOME,HOME_BASE_000146,Sofa 0146,Size,Sectional,Color,Gray
3958,HOME,HOME_BASE_000146,Sofa 0146,Size,Sectional,Color,Navy
3959,HOME,HOME_BASE_000147,Wall Art Print 0147,Size,24x36,Style,Boho
3960,HOME,HOME_BASE_000147,Wall Art Print 0147,Size,12x16,Style,Boho
3961,HOME,HOME_BASE_000147,Wall Art Print 0147,Size,18x24,Style,Boho
3962,HOME,HOME_BASE_000148,Wall Art Print 0148,Size,24x36,Style,Traditional
3963,HOME,HOME_BASE_000148,Wall Art Print 0148,Size,8x10,Style,Traditional
3964,HOME,HOME_BASE_000148,Wall Art Print 0148,Size,18x24,Style,Traditional
3965,HOME,HOME_BASE_000149,Sofa 0149,Size,Loveseat,Color,Gray
3966,HOME,HOME_BASE_000149,Sofa 0149,Size,Loveseat,Color,Navy
3967,HOME,HOME_BASE_000149,Sofa 0149,Size,Sectional,Color,Gray
3968,HOME,HOME_BASE_000149,Sofa 0149,Size,Sectional,Color,Navy
3969,HOME,HOME_BASE_000149,Sofa 0149,Size,3-Seater,Color,Gray
3970,HOME,HOME_BASE_000149,Sofa 0149,Size,3-Seater,Color,Navy
3971,HOME,HOME_BASE_000150,Ceramic Vase 0150,Size,Large,Color,Ceramic Blue
3972,HOME,HOME_BASE_000150,Ceramic Vase 0150,Size,Large,Color,White
3973,HOME,HOME_BASE_000150,Ceramic Vase 0150,Size,Large,Color,Black
3974,HOME,HOME_BASE_000150,Ceramic Vase 0150,Size,Small,Color,Ceramic Blue
3975,HOME,HOME_BASE_000150,Ceramic Vase 0150,Size,Small,Color,White
3976,HOME,HOME_BASE_000150,Ceramic Vase 0150,Size,Small,Color,Black
3977,HOME,HOME_BASE_000151,Dining Table 0151,Material,Glass,Size,8-Person
3978,HOME,HOME_BASE_000151,Dining Table 0151,Material,Glass,Size,6-Person
3979,HOME,HOME_BASE_000151,Dining Table 0151,Material,Walnut,Size,8-Person
3980,HOME,HOME_BASE_000151,Dining Table 0151,Material,Walnut,Size,6-Person
3981,HOME,HOME_BASE_000151,Dining Table 0151,Material,Oak,Size,8-Person
3982,HOME,HOME_BASE_000151,Dining Table 0151,Material,Oak,Size,6-Person
3983,HOME,HOME_BASE_000152,Dining Table 0152,Material,Oak,Size,4-Person
3984,HOME,HOME_BASE_000152,Dining Table 0152,Material,Oak,Size,8-Person
3985,HOME,HOME_BASE_000152,Dining Table 0152,Material,Walnut,Size,4-Person
3986,HOME,HOME_BASE_000152,Dining Table 0152,Material,Walnut,Size,8-Person
3987,HOME,HOME_BASE_000153,Table Lamp 0153,Room,Bedroom,Color,Black
3988,HOME,HOME_BASE_000153,Table Lamp 0153,Room,Office,Color,Black
3989,HOME,HOME_BASE_000153,Table Lamp 0153,Room,Living Room,Color,Black
3990,HOME,HOME_BASE_000154,Wall Art Print 0154,Size,8x10,Style,Minimalist
3991,HOME,HOME_BASE_000154,Wall Art Print 0154,Size,8x10,Style,Traditional
3992,HOME,HOME_BASE_000154,Wall Art Print 0154,Size,12x16,Style,Minimalist
3993,HOME,HOME_BASE_000154,Wall Art Print 0154,Size,12x16,Style,Traditional
3994,HOME,HOME_BASE_000155,Dining Table 0155,Material,Glass,Size,6-Person
3995,HOME,HOME_BASE_000156,Wall Art Print 0156,Size,12x16,Style,Modern
3996,HOME,HOME_BASE_000156,Wall Art Print 0156,Size,12x16,Style,Boho
3997,HOME,HOME_BASE_000156,Wall Art Print 0156,Size,12x16,Style,Minimalist
3998,HOME,HOME_BASE_000157,Wall Art Print 0157,Size,18x24,Style,Boho
3999,HOME,HOME_BASE_000158,Table Lamp 0158,Room,Kitchen,Color,White
4000,HOME,HOME_BASE_000158,Table Lamp 0158,Room,Bedroom,Color,White
4001,HOME,HOME_BASE_000159,Dining Table 0159,Material,Oak,Size,6-Person
4002,HOME,HOME_BASE_000160,Ceramic Vase 0160,Size,Small,Color,Terracotta
4003,HOME,HOME_BASE_000160,Ceramic Vase 0160,Size,Small,Color,Black
4004,HOME,HOME_BASE_000161,Dining Table 0161,Material,Walnut,Size,4-Person
4005,HOME,HOME_BASE_000161,Dining Table 0161,Material,Walnut,Size,6-Person
4006,HOME,HOME_BASE_000161,Dining Table 0161,Material,Glass,Size,4-Person
4007,HOME,HOME_BASE_000161,Dining Table 0161,Material,Glass,Size,6-Person
4008,HOME,HOME_BASE_000162,Dining Table 0162,Material,Glass,Size,6-Person
4009,HOME,HOME_BASE_000162,Dining Table 0162,Material,Glass,Size,4-Person
4010,HOME,HOME_BASE_000162,Dining Table 0162,Material,Walnut,Size,6-Person
4011,HOME,HOME_BASE_000162,Dining Table 0162,Material,Walnut,Size,4-Person
4012,HOME,HOME_BASE_000163,Dining Table 0163,Material,Glass,Size,6-Person
4013,HOME,HOME_BASE_000163,Dining Table 0163,Material,Glass,Size,8-Person
4014,HOME,HOME_BASE_000164,Wall Art Print 0164,Size,12x16,Style,Boho
4015,HOME,HOME_BASE_000165,Wall Art Print 0165,Size,12x16,Style,Modern
4016,HOME,HOME_BASE_000165,Wall Art Print 0165,Size,12x16,Style,Traditional
4017,HOME,HOME_BASE_000165,Wall Art Print 0165,Size,12x16,Style,Minimalist
4018,HOME,HOME_BASE_000166,Ceramic Vase 0166,Size,Medium,Color,Terracotta
4019,HOME,HOME_BASE_000166,Ceramic Vase 0166,Size,Medium,Color,Black
4020,HOME,HOME_BASE_000166,Ceramic Vase 0166,Size,Medium,Color,White
4021,HOME,HOME_BASE_000166,Ceramic Vase 0166,Size,Small,Color,Terracotta
4022,HOME,HOME_BASE_000166,Ceramic Vase 0166,Size,Small,Color,Black
4023,HOME,HOME_BASE_000166,Ceramic Vase 0166,Size,Small,Color,White
4024,HOME,HOME_BASE_000166,Ceramic Vase 0166,Size,Large,Color,Terracotta
4025,HOME,HOME_BASE_000166,Ceramic Vase 0166,Size,Large,Color,Black
4026,HOME,HOME_BASE_000166,Ceramic Vase 0166,Size,Large,Color,White
4027,HOME,HOME_BASE_000167,Table Lamp 0167,Room,Bedroom,Color,Black
4028,HOME,HOME_BASE_000167,Table Lamp 0167,Room,Bedroom,Color,Brass
4029,HOME,HOME_BASE_000167,Table Lamp 0167,Room,Bedroom,Color,White
4030,HOME,HOME_BASE_000167,Table Lamp 0167,Room,Living Room,Color,Black
4031,HOME,HOME_BASE_000167,Table Lamp 0167,Room,Living Room,Color,Brass
4032,HOME,HOME_BASE_000167,Table Lamp 0167,Room,Living Room,Color,White
4033,HOME,HOME_BASE_000167,Table Lamp 0167,Room,Kitchen,Color,Black
4034,HOME,HOME_BASE_000167,Table Lamp 0167,Room,Kitchen,Color,Brass
4035,HOME,HOME_BASE_000167,Table Lamp 0167,Room,Kitchen,Color,White
4036,HOME,HOME_BASE_000168,Ceramic Vase 0168,Size,Medium,Color,Ceramic Blue
4037,HOME,HOME_BASE_000168,Ceramic Vase 0168,Size,Medium,Color,White
4038,HOME,HOME_BASE_000168,Ceramic Vase 0168,Size,Medium,Color,Terracotta
4039,HOME,HOME_BASE_000169,Wall Art Print 0169,Size,8x10,Style,Modern
4040,HOME,HOME_BASE_000169,Wall Art Print 0169,Size,8x10,Style,Minimalist
4041,HOME,HOME_BASE_000169,Wall Art Print 0169,Size,8x10,Style,Boho
4042,HOME,HOME_BASE_000169,Wall Art Print 0169,Size,12x16,Style,Modern
4043,HOME,HOME_BASE_000169,Wall Art Print 0169,Size,12x16,Style,Minimalist
4044,HOME,HOME_BASE_000169,Wall Art Print 0169,Size,12x16,Style,Boho
4045,HOME,HOME_BASE_000170,Wall Art Print 0170,Size,24x36,Style,Boho
4046,HOME,HOME_BASE_000170,Wall Art Print 0170,Size,24x36,Style,Minimalist
4047,HOME,HOME_BASE_000170,Wall Art Print 0170,Size,24x36,Style,Modern
4048,HOME,HOME_BASE_000170,Wall Art Print 0170,Size,8x10,Style,Boho
4049,HOME,HOME_BASE_000170,Wall Art Print 0170,Size,8x10,Style,Minimalist
4050,HOME,HOME_BASE_000170,Wall Art Print 0170,Size,8x10,Style,Modern
4051,HOME,HOME_BASE_000170,Wall Art Print 0170,Size,18x24,Style,Boho
4052,HOME,HOME_BASE_000170,Wall Art Print 0170,Size,18x24,Style,Minimalist
4053,HOME,HOME_BASE_000170,Wall Art Print 0170,Size,18x24,Style,Modern
4054,HOME,HOME_BASE_000171,Dining Table 0171,Material,Oak,Size,8-Person
4055,HOME,HOME_BASE_000171,Dining Table 0171,Material,Oak,Size,6-Person
4056,HOME,HOME_BASE_000171,Dining Table 0171,Material,Oak,Size,4-Person
4057,HOME,HOME_BASE_000171,Dining Table 0171,Material,Glass,Size,8-Person
4058,HOME,HOME_BASE_000171,Dining Table 0171,Material,Glass,Size,6-Person
4059,HOME,HOME_BASE_000171,Dining Table 0171,Material,Glass,Size,4-Person
4060,HOME,HOME_BASE_000171,Dining Table 0171,Material,Walnut,Size,8-Person
4061,HOME,HOME_BASE_000171,Dining Table 0171,Material,Walnut,Size,6-Person
4062,HOME,HOME_BASE_000171,Dining Table 0171,Material,Walnut,Size,4-Person
4063,HOME,HOME_BASE_000172,Ceramic Vase 0172,Size,Small,Color,Terracotta
4064,HOME,HOME_BASE_000172,Ceramic Vase 0172,Size,Medium,Color,Terracotta
4065,HOME,HOME_BASE_000172,Ceramic Vase 0172,Size,Large,Color,Terracotta
4066,HOME,HOME_BASE_000173,Dining Table 0173,Material,Walnut,Size,8-Person
4067,HOME,HOME_BASE_000173,Dining Table 0173,Material,Oak,Size,8-Person
4068,HOME,HOME_BASE_000173,Dining Table 0173,Material,Glass,Size,8-Person
4069,HOME,HOME_BASE_000174,Dining Table 0174,Material,Oak,Size,4-Person
4070,HOME,HOME_BASE_000174,Dining Table 0174,Material,Oak,Size,6-Person
4071,HOME,HOME_BASE_000174,Dining Table 0174,Material,Walnut,Size,4-Person
4072,HOME,HOME_BASE_000174,Dining Table 0174,Material,Walnut,Size,6-Person
4073,HOME,HOME_BASE_000174,Dining Table 0174,Material,Glass,Size,4-Person
4074,HOME,HOME_BASE_000174,Dining Table 0174,Material,Glass,Size,6-Person
4075,HOME,HOME_BASE_000175,Wall Art Print 0175,Size,24x36,Style,Modern
4076,HOME,HOME_BASE_000175,Wall Art Print 0175,Size,24x36,Style,Traditional
4077,HOME,HOME_BASE_000175,Wall Art Print 0175,Size,12x16,Style,Modern
4078,HOME,HOME_BASE_000175,Wall Art Print 0175,Size,12x16,Style,Traditional
4079,HOME,HOME_BASE_000175,Wall Art Print 0175,Size,18x24,Style,Modern
4080,HOME,HOME_BASE_000175,Wall Art Print 0175,Size,18x24,Style,Traditional
4081,HOME,HOME_BASE_000176,Ceramic Vase 0176,Size,Small,Color,Terracotta
4082,HOME,HOME_BASE_000176,Ceramic Vase 0176,Size,Small,Color,Black
4083,HOME,HOME_BASE_000177,Table Lamp 0177,Room,Kitchen,Color,Black
4084,HOME,HOME_BASE_000177,Table Lamp 0177,Room,Bedroom,Color,Black
4085,HOME,HOME_BASE_000178,Wall Art Print 0178,Size,8x10,Style,Minimalist
4086,HOME,HOME_BASE_000178,Wall Art Print 0178,Size,18x24,Style,Minimalist
4087,HOME,HOME_BASE_000178,Wall Art Print 0178,Size,12x16,Style,Minimalist
4088,HOME,HOME_BASE_000179,Table Lamp 0179,Room,Living Room,Color,Black
4089,HOME,HOME_BASE_000180,Dining Table 0180,Material,Walnut,Size,6-Person
4090,HOME,HOME_BASE_000180,Dining Table 0180,Material,Walnut,Size,4-Person
4091,HOME,HOME_BASE_000180,Dining Table 0180,Material,Walnut,Size,8-Person
4092,HOME,HOME_BASE_000181,Table Lamp 0181,Room,Bedroom,Color,Black
4093,HOME,HOME_BASE_000181,Table Lamp 0181,Room,Living Room,Color,Black
4094,HOME,HOME_BASE_000182,Table Lamp 0182,Room,Living Room,Color,White
4095,HOME,HOME_BASE_000182,Table Lamp 0182,Room,Living Room,Color,Black
4096,HOME,HOME_BASE_000182,Table Lamp 0182,Room,Kitchen,Color,White
4097,HOME,HOME_BASE_000182,Table Lamp 0182,Room,Kitchen,Color,Black
4098,HOME,HOME_BASE_000183,Dining Table 0183,Material,Walnut,Size,6-Person
4099,HOME,HOME_BASE_000183,Dining Table 0183,Material,Walnut,Size,4-Person
4100,HOME,HOME_BASE_000183,Dining Table 0183,Material,Walnut,Size,8-Person
4101,HOME,HOME_BASE_000183,Dining Table 0183,Material,Glass,Size,6-Person
4102,HOME,HOME_BASE_000183,Dining Table 0183,Material,Glass,Size,4-Person
4103,HOME,HOME_BASE_000183,Dining Table 0183,Material,Glass,Size,8-Person
4104,HOME,HOME_BASE_000184,Ceramic Vase 0184,Size,Large,Color,Terracotta
4105,HOME,HOME_BASE_000184,Ceramic Vase 0184,Size,Medium,Color,Terracotta
4106,HOME,HOME_BASE_000184,Ceramic Vase 0184,Size,Small,Color,Terracotta
4107,HOME,HOME_BASE_000185,Sofa 0185,Size,Sectional,Color,Beige
4108,HOME,HOME_BASE_000185,Sofa 0185,Size,Sectional,Color,Navy
4109,HOME,HOME_BASE_000185,Sofa 0185,Size,Sectional,Color,Gray
4110,HOME,HOME_BASE_000185,Sofa 0185,Size,3-Seater,Color,Beige
4111,HOME,HOME_BASE_000185,Sofa 0185,Size,3-Seater,Color,Navy
4112,HOME,HOME_BASE_000185,Sofa 0185,Size,3-Seater,Color,Gray
4113,HOME,HOME_BASE_000186,Wall Art Print 0186,Size,18x24,Style,Traditional
4114,HOME,HOME_BASE_000186,Wall Art Print 0186,Size,18x24,Style,Minimalist
4115,HOME,HOME_BASE_000186,Wall Art Print 0186,Size,18x24,Style,Boho
4116,HOME,HOME_BASE_000187,Sofa 0187,Size,Loveseat,Color,Gray
4117,HOME,HOME_BASE_000187,Sofa 0187,Size,Loveseat,Color,Beige
4118,HOME,HOME_BASE_000187,Sofa 0187,Size,Loveseat,Color,Navy
4119,HOME,HOME_BASE_000187,Sofa 0187,Size,Sectional,Color,Gray
4120,HOME,HOME_BASE_000187,Sofa 0187,Size,Sectional,Color,Beige
4121,HOME,HOME_BASE_000187,Sofa 0187,Size,Sectional,Color,Navy
4122,HOME,HOME_BASE_000188,Dining Table 0188,Material,Walnut,Size,8-Person
4123,HOME,HOME_BASE_000189,Wall Art Print 0189,Size,8x10,Style,Modern
4124,HOME,HOME_BASE_000190,Dining Table 0190,Material,Oak,Size,6-Person
4125,HOME,HOME_BASE_000190,Dining Table 0190,Material,Oak,Size,4-Person
4126,HOME,HOME_BASE_000190,Dining Table 0190,Material,Oak,Size,8-Person
4127,HOME,HOME_BASE_000190,Dining Table 0190,Material,Glass,Size,6-Person
4128,HOME,HOME_BASE_000190,Dining Table 0190,Material,Glass,Size,4-Person
4129,HOME,HOME_BASE_000190,Dining Table 0190,Material,Glass,Size,8-Person
4130,HOME,HOME_BASE_000190,Dining Table 0190,Material,Walnut,Size,6-Person
4131,HOME,HOME_BASE_000190,Dining Table 0190,Material,Walnut,Size,4-Person
4132,HOME,HOME_BASE_000190,Dining Table 0190,Material,Walnut,Size,8-Person
4133,HOME,HOME_BASE_000191,Ceramic Vase 0191,Size,Large,Color,Ceramic Blue
4134,HOME,HOME_BASE_000191,Ceramic Vase 0191,Size,Medium,Color,Ceramic Blue
4135,HOME,HOME_BASE_000191,Ceramic Vase 0191,Size,Small,Color,Ceramic Blue
4136,HOME,HOME_BASE_000192,Ceramic Vase 0192,Size,Large,Color,Ceramic Blue
4137,HOME,HOME_BASE_000192,Ceramic Vase 0192,Size,Small,Color,Ceramic Blue
4138,HOME,HOME_BASE_000192,Ceramic Vase 0192,Size,Medium,Color,Ceramic Blue
4139,HOME,HOME_BASE_000193,Sofa 0193,Size,3-Seater,Color,Navy
4140,HOME,HOME_BASE_000193,Sofa 0193,Size,3-Seater,Color,Beige
4141,HOME,HOME_BASE_000193,Sofa 0193,Size,3-Seater,Color,Gray
4142,HOME,HOME_BASE_000193,Sofa 0193,Size,Sectional,Color,Navy
4143,HOME,HOME_BASE_000193,Sofa 0193,Size,Sectional,Color,Beige
4144,HOME,HOME_BASE_000193,Sofa 0193,Size,Sectional,Color,Gray
4145,HOME,HOME_BASE_000193,Sofa 0193,Size,Loveseat,Color,Navy
4146,HOME,HOME_BASE_000193,Sofa 0193,Size,Loveseat,Color,Beige
4147,HOME,HOME_BASE_000193,Sofa 0193,Size,Loveseat,Color,Gray
4148,HOME,HOME_BASE_000194,Dining Table 0194,Material,Walnut,Size,6-Person
4149,HOME,HOME_BASE_000194,Dining Table 0194,Material,Walnut,Size,4-Person
4150,HOME,HOME_BASE_000194,Dining Table 0194,Material,Walnut,Size,8-Person
4151,HOME,HOME_BASE_000195,Dining Table 0195,Material,Glass,Size,6-Person
4152,HOME,HOME_BASE_000195,Dining Table 0195,Material,Glass,Size,4-Person
4153,HOME,HOME_BASE_000195,Dining Table 0195,Material,Walnut,Size,6-Person
4154,HOME,HOME_BASE_000195,Dining Table 0195,Material,Walnut,Size,4-Person
4155,HOME,HOME_BASE_000195,Dining Table 0195,Material,Oak,Size,6-Person
4156,HOME,HOME_BASE_000195,Dining Table 0195,Material,Oak,Size,4-Person
4157,HOME,HOME_BASE_000196,Dining Table 0196,Material,Walnut,Size,4-Person
4158,HOME,HOME_BASE_000196,Dining Table 0196,Material,Glass,Size,4-Person
4159,HOME,HOME_BASE_000196,Dining Table 0196,Material,Oak,Size,4-Person
4160,HOME,HOME_BASE_000197,Dining Table 0197,Material,Oak,Size,6-Person
4161,HOME,HOME_BASE_000197,Dining Table 0197,Material,Oak,Size,4-Person
4162,HOME,HOME_BASE_000198,Dining Table 0198,Material,Glass,Size,6-Person
4163,HOME,HOME_BASE_000199,Wall Art Print 0199,Size,8x10,Style,Traditional
4164,HOME,HOME_BASE_000199,Wall Art Print 0199,Size,8x10,Style,Minimalist
4165,HOME,HOME_BASE_000199,Wall Art Print 0199,Size,8x10,Style,Boho
4166,HOME,HOME_BASE_000200,Wall Art Print 0200,Size,12x16,Style,Modern
4167,HOME,HOME_BASE_000200,Wall Art Print 0200,Size,12x16,Style,Traditional
4168,HOME,HOME_BASE_000200,Wall Art Print 0200,Size,12x16,Style,Minimalist
4169,HOME,HOME_BASE_000201,Dining Table 0201,Material,Walnut,Size,8-Person
4170,HOME,HOME_BASE_000201,Dining Table 0201,Material,Walnut,Size,4-Person
4171,HOME,HOME_BASE_000201,Dining Table 0201,Material,Walnut,Size,6-Person
4172,HOME,HOME_BASE_000202,Ceramic Vase 0202,Size,Small,Color,Ceramic Blue
4173,HOME,HOME_BASE_000202,Ceramic Vase 0202,Size,Small,Color,White
4174,HOME,HOME_BASE_000203,Ceramic Vase 0203,Size,Small,Color,Ceramic Blue
4175,HOME,HOME_BASE_000203,Ceramic Vase 0203,Size,Small,Color,Terracotta
4176,HOME,HOME_BASE_000203,Ceramic Vase 0203,Size,Large,Color,Ceramic Blue
4177,HOME,HOME_BASE_000203,Ceramic Vase 0203,Size,Large,Color,Terracotta
